log_message,severity
2023-10-31T08:33:48.887440+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:48.889611+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:48.897446+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo021_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:2 complete,3
2023-10-31T08:33:48.901780+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:48.904054+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 0,3
2023-10-31T08:33:48.909624+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:48.911721+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:48.919576+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo033_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:3 complete,3
2023-10-31T08:33:48.926320+01:00 TT02 (PID:19792228): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:33:48.928005+01:00 TT02 (PID:19792228): All non-current ORLs have been archived,0
2023-10-31T08:33:48.930736+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:33:48.932588+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' TT02 (PID:19792228): Clearing ORL LNO:1 /redolog/FRET/redo011_1.log Clearing online log 1 of thread 1 sequence number 0",2
2023-10-31T08:33:48.938242+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:33:48.940051+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log'",2
2023-10-31T08:33:49.302451+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576,2
"2023-10-31T08:33:49.306679+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-19510: failed to set size of 442368 blocks for file ""/redolog/FRET/redo011_1.log"" (block size=512) ORA-27059: could not reduce file size IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 1 ORA-19502: write error on file ""/redolog/FRET/redo011_1.log"", block number 440321 (block size=512) ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576 TT02 (PID:19792228): Clearing ORL LNO:1 complete",2
2023-10-31T08:33:49.311768+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.314062+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:2 /redolog/FRET/redo021_1.log Clearing online log 2 of thread 1 sequence number 0,3
2023-10-31T08:33:49.320590+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.322350+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.329659+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo021_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:2 complete,3
2023-10-31T08:33:49.334233+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.335965+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 0,3
2023-10-31T08:33:49.341887+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.343576+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:49.351152+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo033_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:3 complete,3
2023-10-31T08:33:54.358032+01:00 TT02 (PID:19792228): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:33:54.359713+01:00 TT02 (PID:19792228): All non-current ORLs have been archived,0
2023-10-31T08:33:54.363087+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:33:54.365057+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' TT02 (PID:19792228): Clearing ORL LNO:1 /redolog/FRET/redo011_1.log Clearing online log 1 of thread 1 sequence number 0",2
2023-10-31T08:33:54.371307+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:33:54.373381+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log'",2
2023-10-31T08:33:54.760400+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576,2
"2023-10-31T08:33:54.764423+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-19510: failed to set size of 442368 blocks for file ""/redolog/FRET/redo011_1.log"" (block size=512) ORA-27059: could not reduce file size IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 1 ORA-19502: write error on file ""/redolog/FRET/redo011_1.log"", block number 440321 (block size=512) ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576 TT02 (PID:19792228): Clearing ORL LNO:1 complete",2
2023-10-31T08:33:54.768688+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.770325+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:2 /redolog/FRET/redo021_1.log Clearing online log 2 of thread 1 sequence number 0,3
2023-10-31T08:33:54.776151+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.777855+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.785262+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo021_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:2 complete,3
2023-10-31T08:33:54.790019+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.793307+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 0,3
2023-10-31T08:33:54.801882+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.803824+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:33:54.810808+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo033_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:3 complete,3
2023-10-31T08:34:04.816221+01:00 TT02 (PID:19792228): Waiting for all non-current ORLs to be archived,1
2023-10-31T08:34:04.818430+01:00 TT02 (PID:19792228): All non-current ORLs have been archived,0
2023-10-31T08:34:04.821021+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:34:04.822925+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' TT02 (PID:19792228): Clearing ORL LNO:1 /redolog/FRET/redo011_1.log Clearing online log 1 of thread 1 sequence number 0",2
2023-10-31T08:34:04.828656+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:34:04.830648+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log'",2
2023-10-31T08:34:05.233018+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576,2
"2023-10-31T08:34:05.236867+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-19510: failed to set size of 442368 blocks for file ""/redolog/FRET/redo011_1.log"" (block size=512) ORA-27059: could not reduce file size IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 1 ORA-19502: write error on file ""/redolog/FRET/redo011_1.log"", block number 440321 (block size=512) ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576 TT02 (PID:19792228): Clearing ORL LNO:1 complete",2
2023-10-31T08:34:05.241033+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.243110+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:2 /redolog/FRET/redo021_1.log Clearing online log 2 of thread 1 sequence number 0,3
2023-10-31T08:34:05.248593+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.250640+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.258438+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo021_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:2 complete,3
2023-10-31T08:34:05.262800+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.264539+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:19792228): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 0,3
2023-10-31T08:34:05.271062+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.272837+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:34:05.280226+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_19792228.trc: ORA-00344: unable to re-create online log '/redolog/FRET/redo033_1.log' ORA-27044: unable to write the header block of file IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4 TT02 (PID:19792228): Clearing ORL LNO:3 complete,3
2023-10-31T08:34:12.037163+01:00 ALTER DATABASE RECOVER  managed standby database cancel,1
2023-10-31T08:34:12.113314+01:00 PR00 (PID:58851664): MRP0: Background Media Recovery cancelled with status 16037,1
2023-10-31T08:34:12.114938+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_pr00_58851664.trc: ORA-16037: user requested cancel of managed recovery operation PR00 (PID:58851664): Managed Standby Recovery not using Real Time Apply Recovery interrupted! stopping change tracking,2
2023-10-31T08:34:12.284684+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_pr00_58851664.trc: ORA-16037: user requested cancel of managed recovery operation,2
2023-10-31T08:34:12.390333+01:00 Background Media Recovery process shutdown (FRET),0
